City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
291,Ahipara,NZ,2021-04-03 13:25:56,-35.1667,173.1667,60.67,88,49,2.82
292,Dong Hoi,VN,2021-04-03 13:31:25,17.4833,106.6,75.43,93,57,6.13
293,Aklavik,CA,2021-04-03 13:27:00,68.2191,-135.0107,-11.2,77,75,4.61
294,Balingasay,PH,2021-04-03 13:31:25,16.3573,119.8564,81.12,82,15,6.08
295,Mirabad,AF,2021-04-03 13:31:26,30.4362,61.8383,94.26,8,0,6.08
296,Chanderi,IN,2021-04-03 13:31:26,24.7167,78.1333,87.66,7,0,5.37
297,Hilo,US,2021-04-03 13:26:08,19.7297,-155.09,69.8,83,90,5.75
298,Knysna,ZA,2021-04-03 13:31:26,-34.0363,23.0471,75.2,43,0,6.91
299,Tilichiki,RU,2021-04-03 13:31:27,60.4667,166.1,-9.58,99,25,5.59
300,Belyy Yar,RU,2021-04-03 13:26:09,53.6039,91.3903,42.8,45,0,4.47
301,Lagoa,PT,2021-04-03 13:27:19,39.05,-27.9833,59.74,89,87,32.55
302,San Jeronimo,PE,2021-04-03 13:31:27,-11.9472,-75.2829,53.96,69,97,1.5
303,Zeya,RU,2021-04-03 13:31:28,53.75,127.2667,6.03,92,8,4.61
304,Baherden,TM,2021-04-03 13:31:28,38.4362,57.4316,69.55,40,73,15.59
305,Ust-Ishim,RU,2021-04-03 13:31:28,57.6935,71.1665,33.17,89,14,7.38
306,Semirara,PH,2021-04-03 13:31:29,12.0697,121.3986,82.0,78,0,17.4
307,Sheridan,US,2021-04-03 13:30:09,44.8333,-106.9173,45.0,65,1,3.27
308,Jumla,NP,2021-04-03 13:31:29,29.2747,82.1838,42.37,20,15,3.78
309,Basco,PH,2021-04-03 13:31:30,20.4487,121.9702,79.11,81,17,11.41
310,Wajima,JP,2021-04-03 13:31:30,37.4,136.9,56.08,75,6,7.52
311,Goundi,TD,2021-04-03 13:31:30,9.3627,17.366,103.23,10,100,3.91
312,Padang,ID,2021-04-03 13:24:30,-0.9492,100.3543,78.8,73,75,8.05
313,Port Hardy,CA,2021-04-03 13:30:17,50.6996,-127.4199,42.8,93,90,3.33
314,Sangar,RU,2021-04-03 13:31:31,63.9242,127.4739,-23.4,99,24,2.17
315,Kolondieba,ML,2021-04-03 13:31:31,11.0882,-6.8926,102.96,5,92,5.77
316,Biak,ID,2021-04-03 13:31:31,-0.9131,122.8766,78.71,77,92,5.39
317,Ereymentau,KZ,2021-04-03 13:31:32,51.6199,73.1033,24.71,91,47,5.26
318,Bardiyah,LY,2021-04-03 13:31:32,31.7561,25.0865,71.94,30,0,6.2
319,Kalmunai,LK,2021-04-03 13:31:32,7.4167,81.8167,80.55,88,31,7.49
320,Rio Grande,BR,2021-04-03 13:26:16,-32.035,-52.0986,71.6,88,75,10.36
321,Beloha,MG,2021-04-03 13:28:36,-25.1667,45.05,86.34,41,0,14.5
322,Trinidad,BO,2021-04-03 13:31:33,-14.8333,-64.9,73.4,94,90,5.75
323,Kenai,US,2021-04-03 13:26:00,60.5544,-151.2583,26.6,80,90,4.32
324,Kaisiadorys,LT,2021-04-03 13:31:33,54.8667,24.45,42.8,56,75,4.61
325,Ruteng,ID,2021-04-03 13:31:34,-8.6136,120.4721,64.69,93,100,3.15
326,Katsuura,JP,2021-04-03 13:25:44,35.1333,140.3,62.01,81,88,10.51
327,Ulladulla,AU,2021-04-03 13:31:34,-35.35,150.4667,64.4,82,0,6.91
328,Beihai,CN,2021-04-03 13:31:34,21.4833,109.1,78.76,77,11,13.98
329,Ismailia,EG,2021-04-03 13:31:35,30.6043,32.2723,75.2,35,0,4.61
330,Buenos Aires,AR,2021-04-03 13:26:49,-34.6132,-58.3772,72.0,73,0,8.05
331,Sao Felix Do Xingu,BR,2021-04-03 13:26:15,-6.6447,-51.995,81.75,73,43,2.42
332,Kamenka,RU,2021-04-03 13:31:35,51.3223,42.7678,46.99,83,100,11.36
333,Agidel,RU,2021-04-03 13:31:36,55.9077,53.9355,35.71,94,99,9.71
334,Ghanzi,BW,2021-04-03 13:31:36,-21.5667,21.7833,87.04,24,2,8.66
335,Raga,SS,2021-04-03 13:31:37,8.4596,25.678,100.04,9,80,8.7
336,Praia Da Vitoria,PT,2021-04-03 13:31:37,38.7333,-27.0667,62.01,94,75,24.65
337,Raipur,IN,2021-04-03 13:28:38,21.2333,81.6333,98.6,39,0,6.91
338,Bandarbeyla,SO,2021-04-03 13:28:02,9.4942,50.8122,83.75,61,0,14.14
339,Atlantic Beach,US,2021-04-03 13:31:22,30.3344,-81.3987,59.0,47,1,16.11
340,Udachnyy,RU,2021-04-03 13:31:38,66.4167,112.4,-23.69,100,44,4.56
341,Aswan,EG,2021-04-03 13:31:38,24.0934,32.907,82.29,9,4,14.09
342,Hami,CN,2021-04-03 13:31:38,42.8,93.45,57.13,9,100,5.03
343,Bagdarin,RU,2021-04-03 13:31:39,54.4333,113.6,25.16,67,47,7.61
344,Sinnamary,GF,2021-04-03 13:26:12,5.3833,-52.95,79.86,83,92,6.82
345,Kot Isa Khan,IN,2021-04-03 13:31:39,30.95,75.1333,76.41,7,0,7.56
346,Kahului,US,2021-04-03 13:24:59,20.8947,-156.47,68.0,100,75,5.75
347,Guerrero Negro,MX,2021-04-03 13:26:32,27.9769,-114.0611,57.0,89,5,10.25
348,Samoded,RU,2021-04-03 13:31:40,63.6083,40.5111,33.98,76,99,3.56
349,Changji,CN,2021-04-03 13:31:40,44.0167,87.3167,46.4,49,0,4.47
350,Saint-Pierre,RE,2021-04-03 13:31:41,-21.3393,55.4781,84.2,74,90,4.61
351,Cabo San Lucas,MX,2021-04-03 13:26:26,22.8909,-109.9124,69.8,43,20,6.44
352,Harrison,US,2021-04-03 13:31:41,30.4091,-89.0436,48.99,61,1,3.44
353,Gannan,CN,2021-04-03 13:28:26,47.9147,123.5031,38.89,30,0,3.09
354,Darhan,MN,2021-04-03 13:31:41,49.4867,105.9228,40.75,27,15,6.78
355,Valparaiso,CL,2021-04-03 13:31:42,-33.0393,-71.6273,55.4,100,0,4.27
356,Stonewall,CA,2021-04-03 13:30:17,50.1344,-97.3268,35.6,74,75,4.61
357,Codrington,AU,2021-04-03 13:27:01,-38.2667,141.9667,62.29,73,0,6.24
358,Broken Hill,AU,2021-04-03 13:28:34,-31.95,141.4333,69.8,37,0,9.22
359,Coihaique,CL,2021-04-03 13:31:42,-45.5752,-72.0662,51.8,66,75,6.02
360,Bethel,US,2021-04-03 13:26:39,41.3712,-73.414,35.6,35,1,5.75
361,Atambua,ID,2021-04-03 13:27:44,-9.1061,124.8925,73.98,95,100,6.38
362,Djambala,CG,2021-04-03 13:31:43,-2.5447,14.7533,79.14,66,100,5.03
363,Inhambane,MZ,2021-04-03 13:25:47,-23.865,35.3833,87.01,51,40,9.22
364,Ust-Nera,RU,2021-04-03 13:25:40,64.5667,143.2,2.01,99,100,5.23
365,Pulandian,CN,2021-04-03 13:31:44,39.3953,121.9669,50.0,23,0,13.42
366,Roma,US,2021-04-03 13:27:50,43.2128,-75.4557,33.01,69,1,4.61
367,Santa Vitoria,BR,2021-04-03 13:31:44,-18.8386,-50.1214,89.49,37,19,1.68
368,Dahuk,IQ,2021-04-03 13:31:44,36.8695,42.994,60.31,43,75,10.87
369,Kieta,PG,2021-04-03 13:25:35,-6.2167,155.6333,80.11,84,100,3.56
370,Ouesso,CG,2021-04-03 13:31:45,1.6136,16.0517,88.27,44,100,5.1
371,Kui Buri,TH,2021-04-03 13:27:08,12.0828,99.8543,89.01,84,20,4.61
372,Mandurah,AU,2021-04-03 13:27:55,-32.55,115.7,73.0,72,87,10.31
373,Batagay-Alyta,RU,2021-04-03 13:27:37,67.8006,130.4114,-12.64,98,100,4.68
374,Vao,NC,2021-04-03 13:27:03,-22.6667,167.4833,76.15,79,100,25.93
375,Guardiagrele,IT,2021-04-03 13:31:46,42.1954,14.2198,60.01,77,75,11.5
376,Naze,JP,2021-04-03 13:27:54,28.3667,129.4833,66.65,91,58,8.52
377,Abha,SA,2021-04-03 13:24:05,18.2164,42.5053,80.6,38,20,19.57
378,Saint-Georges,GD,2021-04-03 13:31:46,12.0564,-61.7485,84.2,70,75,23.02
379,Gua Musang,MY,2021-04-03 13:31:47,4.8823,101.9644,75.56,94,100,0.51
380,Mecca,SA,2021-04-03 13:28:01,21.4267,39.8261,89.73,20,9,16.62
381,Chemal,RU,2021-04-03 13:31:47,51.4111,86.005,31.95,93,10,1.19
382,Bilma,NE,2021-04-03 13:27:21,18.6853,12.9164,88.45,8,0,7.81
383,Isiolo,KE,2021-04-03 13:31:47,0.3546,37.5822,82.35,50,70,13.15
384,Jijiga,ET,2021-04-03 13:31:48,9.35,42.8,82.65,11,1,16.55
385,Constitucion,CL,2021-04-03 13:25:32,-35.3333,-72.4167,62.2,56,0,3.02
386,Aragarcas,BR,2021-04-03 13:31:48,-15.8975,-52.2508,78.8,73,75,4.38
387,Tunceli,TR,2021-04-03 13:31:49,39.1083,39.5471,60.8,29,40,14.97
388,Honiara,SB,2021-04-03 13:25:38,-9.4333,159.95,79.5,83,91,5.23
389,Belle Glade,US,2021-04-03 13:31:49,26.6845,-80.6676,66.99,74,100,1.99
390,Agirish,RU,2021-04-03 13:31:50,61.9247,63.0231,31.62,99,100,5.01
391,Yerbogachen,RU,2021-04-03 13:31:50,61.2767,108.0108,10.58,97,100,4.72
392,Griffith,US,2021-04-03 13:31:50,41.5284,-87.4237,43.0,52,1,20.71
393,Ventspils,LV,2021-04-03 13:31:51,57.3894,21.5606,39.2,87,40,17.27
394,Maniitsoq,GL,2021-04-03 13:25:49,65.4167,-52.9,13.12,58,0,6.4
395,Ambulu,ID,2021-04-03 13:31:51,-8.345,113.6058,78.26,84,93,1.66
396,Brae,GB,2021-04-03 13:31:52,60.3964,-1.353,46.4,76,75,18.41
397,Santa Marta,CO,2021-04-03 13:27:37,11.2408,-74.199,82.99,77,100,10.78
398,Solnechnyy,RU,2021-04-03 13:31:52,50.7214,136.6319,25.95,56,26,15.86
399,Tokmak,UA,2021-04-03 13:31:53,47.2514,35.7058,46.56,72,97,9.8
400,Saint-Augustin,CA,2021-04-03 13:31:53,51.226,-58.6502,34.23,99,100,6.85
401,Pavlysh,UA,2021-04-03 13:31:53,48.9176,33.3569,49.66,42,88,9.1
402,Klerksdorp,ZA,2021-04-03 13:28:29,-26.8521,26.6667,84.96,14,0,11.7
403,Marihatag,PH,2021-04-03 13:31:54,8.7936,126.2969,79.21,84,87,5.79
404,Isangel,VU,2021-04-03 13:25:56,-19.55,169.2667,78.69,87,100,13.27
405,Pyu,MM,2021-04-03 13:31:54,18.4833,96.4333,80.29,53,98,5.64
406,Fonte Boa,BR,2021-04-03 13:31:55,-2.4959,-66.2662,82.96,73,100,3.96
407,Battle Creek,US,2021-04-03 13:28:05,42.3212,-85.1797,42.01,45,75,16.11
408,Huarmey,PE,2021-04-03 13:31:55,-10.0681,-78.1522,72.48,78,47,6.78
409,Bairiki,KI,2021-04-03 13:31:55,1.3292,172.9752,80.6,83,40,9.22
410,Port Blair,IN,2021-04-03 13:26:48,11.6667,92.75,77.94,80,100,4.85
411,Moose Factory,CA,2021-04-03 13:31:56,51.2585,-80.6094,24.8,54,20,3.44
412,Kyzyl-Suu,KG,2021-04-03 13:31:56,42.3414,78.0056,29.57,50,0,5.86
413,Pran Buri,TH,2021-04-03 13:31:56,12.3847,99.9098,89.01,84,20,4.61
414,Denpasar,ID,2021-04-03 13:30:02,-8.65,115.2167,82.4,83,20,2.57
415,Dunedin,NZ,2021-04-03 13:31:57,-45.8742,170.5036,55.53,56,100,7.63
416,Haimen,CN,2021-04-03 13:31:57,23.1935,116.6142,75.2,83,18,4.47
417,Whyalla,AU,2021-04-03 13:31:58,-33.0333,137.5833,71.6,56,0,8.05
418,Alofi,NU,2021-04-03 13:27:15,-19.0595,-169.9187,69.8,100,91,1.14
419,Broome,US,2021-04-03 13:26:57,42.2506,-75.833,30.99,63,1,9.22
420,Klaksvik,FO,2021-04-03 13:26:10,62.2266,-6.589,46.4,87,75,20.71
421,Lorengau,PG,2021-04-03 13:26:21,-2.0226,147.2712,79.05,85,100,8.34
422,Altay,CN,2021-04-03 13:31:58,47.8667,88.1167,31.77,43,0,10.2
423,San Policarpo,PH,2021-04-03 13:31:59,12.1791,125.5072,80.76,75,18,10.4
424,Nouakchott,MR,2021-04-03 13:31:59,18.0858,-15.9785,102.2,10,7,19.57
425,Bitlis,TR,2021-04-03 13:31:59,38.5,42.25,60.8,40,75,13.8
426,Tiznit,MA,2021-04-03 13:32:00,29.5833,-9.5,68.79,47,0,12.03
427,Batagay,RU,2021-04-03 13:32:00,67.6333,134.6333,-2.69,99,100,5.01
428,Marsh Harbour,BS,2021-04-03 13:32:00,26.5412,-77.0636,67.24,56,43,25.14
429,Perumpavur,IN,2021-04-03 13:32:01,10.1333,76.4833,86.0,66,20,11.5
430,Salinas,US,2021-04-03 13:31:28,36.6777,-121.6555,51.8,71,90,4.61
431,Koygorodok,RU,2021-04-03 13:32:01,60.445,50.9968,33.21,97,100,5.28
432,Manggar,ID,2021-04-03 13:32:02,-2.8833,108.2667,81.14,78,22,5.91
433,Lingao,CN,2021-04-03 13:32:02,19.9103,109.6859,78.22,83,31,10.31
434,Energetik,RU,2021-04-03 13:32:02,51.7445,58.7934,34.39,89,100,13.22
435,Adrar,MR,2021-04-03 13:28:18,20.5022,-10.0711,99.84,4,64,11.9
436,Jacareacanga,BR,2021-04-03 13:28:42,-6.2222,-57.7528,83.57,68,90,3.49
437,Dubbo,AU,2021-04-03 13:32:03,-32.25,148.6167,66.2,72,100,8.05
438,Alice Springs,AU,2021-04-03 13:28:34,-23.7,133.8833,66.2,59,0,1.14
439,Sorochinsk,RU,2021-04-03 13:32:03,52.4338,53.1583,33.58,99,100,3.02
440,Yambio,SS,2021-04-03 13:32:04,4.5721,28.3955,87.06,43,83,2.04
441,Cayenne,GF,2021-04-03 13:28:33,4.9333,-52.3333,82.4,78,75,10.36
442,Havre-Saint-Pierre,CA,2021-04-03 13:27:28,50.2334,-63.5986,28.4,80,90,9.22
443,Faanui,PF,2021-04-03 13:26:18,-16.4833,-151.75,80.26,76,96,6.6
444,Asyut,EG,2021-04-03 13:32:04,27.181,31.1837,71.6,28,0,12.66
445,Dalaba,GN,2021-04-03 13:32:05,10.7,-12.25,92.46,11,42,6.38
446,Porto Velho,BR,2021-04-03 13:32:05,-8.7619,-63.9039,75.2,94,75,3.44
447,Ladson,US,2021-04-03 13:32:05,32.9857,-80.1098,50.0,57,1,6.91
448,Russell,US,2021-04-03 13:27:11,32.3502,-85.1999,45.0,93,1,3.0
449,Jalu,LY,2021-04-03 13:26:53,29.0331,21.5482,81.91,13,0,5.32
450,Ojinaga,MX,2021-04-03 13:32:06,29.5667,-104.4167,60.8,59,1,5.75
451,Mount Isa,AU,2021-04-03 13:28:07,-20.7333,139.5,68.0,45,40,14.7
452,Pokosnoye,RU,2021-04-03 13:32:06,55.5258,101.0536,31.73,97,100,10.07
453,Roebourne,AU,2021-04-03 13:27:34,-20.7833,117.1333,85.03,54,55,4.16
454,La Ronge,CA,2021-04-03 13:27:47,55.1001,-105.2842,23.0,80,88,7.07
455,Yulara,AU,2021-04-03 13:27:58,-25.2406,130.9889,73.4,35,0,8.05
456,Zhumadian,CN,2021-04-03 13:32:07,32.9794,114.0294,47.25,86,100,13.22
457,Jibuti,DJ,2021-04-03 13:32:07,11.5,42.5,87.8,62,1,11.5
458,Great Yarmouth,GB,2021-04-03 13:32:08,52.6083,1.7305,46.99,66,75,11.5
459,Bitung,ID,2021-04-03 13:32:08,1.4451,125.1824,78.8,94,20,2.3
460,Tromso,NO,2021-04-03 13:27:33,69.6496,18.957,36.0,87,75,20.71
461,Kokstad,ZA,2021-04-03 13:32:08,-30.5472,29.4241,62.98,58,7,4.41
462,Gavle,SE,2021-04-03 13:32:09,60.6745,17.1417,51.01,36,100,8.99
463,Kitimat,CA,2021-04-03 13:28:10,54.0524,-128.6534,33.01,96,100,3.18
464,Thunder Bay,CA,2021-04-03 13:30:59,48.4001,-89.3168,35.01,80,1,8.05
465,Sao Gabriel Da Cachoeira,BR,2021-04-03 13:25:55,-0.1303,-67.0892,78.8,94,90,4.61
466,Ayan,RU,2021-04-03 13:27:45,56.45,138.1667,19.99,75,100,16.49
467,Flinders,AU,2021-04-03 13:26:32,-34.5833,150.8552,69.01,83,2,1.01
468,Boueni,YT,2021-04-03 13:32:10,-12.9025,45.0761,89.6,62,20,6.91
469,Morondava,MG,2021-04-03 13:32:10,-20.2833,44.2833,83.48,67,6,12.5
470,Boromo,BF,2021-04-03 13:32:10,11.75,-2.9333,104.61,4,43,8.03
471,Porbandar,IN,2021-04-03 13:32:11,21.6422,69.6093,82.22,63,3,12.17
472,San Cristobal,VE,2021-04-03 13:26:08,7.7669,-72.225,78.8,78,40,2.3
473,Tomatlan,MX,2021-04-03 13:32:11,19.9333,-105.25,73.53,51,93,1.25
474,Scottsbluff,US,2021-04-03 13:32:12,41.8666,-103.6672,45.0,59,1,3.44
475,Eureka,US,2021-04-03 13:26:12,40.8021,-124.1637,48.0,86,78,3.6
476,Sisophon,KH,2021-04-03 13:32:12,13.5859,102.9737,89.13,43,100,5.61
477,Caravelas,BR,2021-04-03 13:32:12,-17.7125,-39.2481,80.58,75,32,7.47
478,Jvari,GE,2021-04-03 13:32:13,42.7169,42.052,59.0,55,75,4.61
479,Kainantu,PG,2021-04-03 13:32:13,-6.2887,145.8655,61.77,99,100,0.56
480,Aseri,EE,2021-04-03 13:32:13,59.4506,26.8675,35.17,80,100,9.4
481,Luwuk,ID,2021-04-03 13:32:14,-0.9516,122.7875,79.7,77,93,5.08
482,Zhuhai,CN,2021-04-03 13:27:48,22.2769,113.5678,84.99,83,0,6.91
483,Jinchang,CN,2021-04-03 13:32:14,38.4953,102.1739,45.27,31,100,10.69
484,Baturaja,ID,2021-04-03 13:32:14,-4.1333,104.1667,74.91,96,100,2.55
485,Zacualpan,MX,2021-04-03 13:32:15,21.25,-105.1667,53.6,87,75,0.45
486,Talcahuano,CL,2021-04-03 13:32:15,-36.7167,-73.1167,55.4,88,20,9.22
487,Ucluelet,CA,2021-04-03 13:30:17,48.9329,-125.5528,43.0,100,90,5.75
488,Fairbanks,US,2021-04-03 13:28:21,64.8378,-147.7164,16.0,92,90,3.44
489,Ugoofaaru,MV,2021-04-03 13:32:16,5.6667,73.0,83.97,71,19,11.14
490,Sola,VU,2021-04-03 13:32:16,-13.8833,167.55,80.6,94,20,15.82
491,Mogadishu,SO,2021-04-03 13:32:17,2.0371,45.3438,86.0,66,20,11.5
492,Bosobolo,CD,2021-04-03 13:32:17,4.1833,19.9,81.77,58,99,2.17
493,Evensk,RU,2021-04-03 13:32:17,61.95,159.2333,-2.04,77,1,9.17
494,Xuddur,SO,2021-04-03 13:25:16,4.1213,43.8894,84.96,52,97,10.18
495,Gizo,SB,2021-04-03 13:28:11,-8.103,156.8419,83.62,73,85,5.46
496,Russkaya Polyana,UA,2021-04-03 13:32:18,49.417,31.9201,50.0,42,100,5.59
497,Tongchuan,CN,2021-04-03 13:32:18,35.0806,109.0897,44.15,92,88,7.9
498,Boo,SE,2021-04-03 13:32:18,59.3333,18.2833,46.4,34,0,12.66
499,Samandag,TR,2021-04-03 13:32:19,36.0842,35.9771,68.0,49,75,23.02
500,Hecun,CN,2021-04-03 13:32:19,36.5333,114.1111,47.62,67,13,3.87
501,Kirya,TZ,2021-04-03 13:32:19,-3.9167,37.4833,84.42,47,100,12.01
502,Hovd,MN,2021-04-03 13:28:05,48.0056,91.6419,36.32,24,0,2.98
503,Olinda,BR,2021-04-03 13:32:20,-8.0089,-34.8553,82.4,69,75,10.36
504,Cabedelo,BR,2021-04-03 13:32:20,-6.9811,-34.8339,84.2,84,75,9.22
505,Luderitz,NA,2021-04-03 13:26:16,-26.6481,15.1594,80.82,44,0,22.15
506,Leeton,AU,2021-04-03 13:32:21,-34.5667,146.4,59.0,88,0,1.14
507,Zhob,PK,2021-04-03 13:32:21,31.3411,69.4481,75.88,13,86,11.27
508,Makat,KZ,2021-04-03 13:32:22,47.6469,53.3463,49.06,67,77,14.99
509,Los Llanos De Aridane,ES,2021-04-03 13:26:29,28.6585,-17.9182,69.8,52,75,11.5
510,Bintulu,MY,2021-04-03 13:32:22,3.1667,113.0333,78.8,94,20,4.27
511,San Lazaro,BZ,2021-04-03 13:32:22,18.0387,-88.6622,68.0,77,1,9.22
512,Auki,SB,2021-04-03 13:27:13,-8.7676,160.7034,78.85,84,97,4.54
513,Udgir,IN,2021-04-03 13:32:23,18.3833,77.1167,93.47,9,14,6.38
514,Katima Mulilo,NA,2021-04-03 13:32:23,-17.5,24.2667,87.84,25,2,9.08
515,Mao,ES,2021-04-03 13:32:23,39.8885,4.2658,68.0,42,0,13.8
516,Eyl,SO,2021-04-03 13:32:24,7.9803,49.8164,83.53,62,2,14.81
517,Chabahar,IR,2021-04-03 13:32:24,25.2919,60.643,83.23,55,0,7.18
518,Mabaruma,GY,2021-04-03 13:32:24,8.2,-59.7833,77.0,94,40,6.11
519,Syedove,UA,2021-04-03 13:32:25,47.0768,38.156,44.01,100,96,14.0
520,Voyvozh,RU,2021-04-03 13:32:25,62.892,54.9635,31.5,89,100,3.31
521,Naryan-Mar,RU,2021-04-03 13:25:49,67.6713,53.087,18.12,84,98,1.43
522,Tateyama,JP,2021-04-03 13:32:26,34.9833,139.8667,63.0,81,100,12.28
523,Vestmanna,FO,2021-04-03 13:32:26,62.1564,-7.1664,46.4,87,75,20.71
524,Neuquen,AR,2021-04-03 13:26:23,-38.9516,-68.0591,62.6,82,0,2.3
525,Chardara,KZ,2021-04-03 13:32:27,41.2547,67.9692,61.97,39,98,6.22
526,Sumbe,AO,2021-04-03 13:32:27,-11.2061,13.8437,83.19,79,100,8.9
527,Kulhudhuffushi,MV,2021-04-03 13:32:27,6.6221,73.07,83.59,70,25,12.77
528,Pankrushikha,RU,2021-04-03 13:32:28,53.8319,80.3406,24.55,93,100,7.07
529,Cap Malheureux,MU,2021-04-03 13:28:15,-19.9842,57.6142,84.0,72,7,5.01
530,Cayeli,TR,2021-04-03 13:32:28,41.0923,40.7292,55.56,66,99,4.63
531,Pimentel,PE,2021-04-03 13:32:28,-6.8367,-79.9342,69.8,83,75,4.61
532,Sabzevar,IR,2021-04-03 13:32:29,36.2126,57.6819,82.4,20,40,37.98
533,Belaya Gora,RU,2021-04-03 13:32:29,68.5333,146.4167,-15.92,99,55,2.86
534,Beyla,GN,2021-04-03 13:32:29,8.6833,-8.6333,97.48,20,79,4.07
535,Shieli,KZ,2021-04-03 13:32:30,44.1667,66.75,59.86,24,100,9.64
536,Mitsamiouli,KM,2021-04-03 13:32:30,-11.3847,43.2844,89.6,70,40,14.97
537,Hit,IQ,2021-04-03 13:32:30,33.6416,42.8251,71.65,24,2,17.05
538,Buraydah,SA,2021-04-03 13:26:15,26.326,43.975,77.0,27,75,13.8
539,Kikwit,CD,2021-04-03 13:32:31,-5.041,18.8162,80.96,75,100,3.24
540,Tigil,RU,2021-04-03 13:32:31,57.8,158.6667,4.96,98,100,3.87
541,Itaunja,IN,2021-04-03 13:32:32,27.0833,80.9167,89.6,15,0,3.44
542,Zyryanka,RU,2021-04-03 13:32:32,65.75,150.85,-20.31,100,62,5.86
543,Tanete,ID,2021-04-03 13:32:33,-3.9443,119.7848,77.29,88,87,4.5
544,Manokwari,ID,2021-04-03 13:25:31,-0.8667,134.0833,79.14,82,100,4.27
545,Verkhnevilyuysk,RU,2021-04-03 13:32:33,63.4453,120.3167,-16.13,100,99,2.1
546,Xaltianguis,MX,2021-04-03 13:32:33,17.0667,-99.8333,75.2,69,1,4.61
547,Flin Flon,CA,2021-04-03 13:32:34,54.7682,-101.865,19.4,93,20,4.43
548,Warrnambool,AU,2021-04-03 13:32:34,-38.3833,142.4833,62.01,82,0,2.84
549,Grand Gaube,MU,2021-04-03 13:27:28,-20.0064,57.6608,84.0,72,7,5.01
550,Osoyoos,CA,2021-04-03 13:32:35,49.0331,-119.4524,39.2,60,100,1.14
551,Aksarka,RU,2021-04-03 13:32:35,66.5606,67.7975,22.1,96,12,6.62
552,Argostolion,GR,2021-04-03 13:32:35,38.1811,20.489,64.4,82,20,14.97
553,Moate,IE,2021-04-03 13:32:36,53.55,-7.7167,55.0,65,7,1.99
554,Kaeo,NZ,2021-04-03 13:27:20,-35.1,173.7833,62.01,94,42,3.53
555,Batavia,US,2021-04-03 13:31:25,41.85,-88.3126,44.01,52,20,13.8
556,Maralal,KE,2021-04-03 13:32:36,1.0968,36.698,71.82,51,85,7.47
557,Chokwe,MZ,2021-04-03 13:32:37,-24.5333,32.9833,79.65,63,95,13.98
558,Rusape,ZW,2021-04-03 13:32:37,-18.5278,32.1284,75.6,34,12,8.52
559,Puerto Del Rosario,ES,2021-04-03 13:26:55,28.5004,-13.8627,71.6,60,20,14.97
560,Kargil,IN,2021-04-03 13:32:38,34.5667,76.1,26.11,39,0,4.94
561,Bulle,CH,2021-04-03 13:32:38,46.6195,7.0567,46.99,63,13,15.99
562,Ejigbo,NG,2021-04-03 13:32:38,7.9,4.3167,95.0,36,20,4.68
563,Sao Joao Da Barra,BR,2021-04-03 13:28:38,-21.6403,-41.0511,82.4,61,20,2.3
564,Bubaque,GW,2021-04-03 13:32:39,11.2833,-15.8333,75.76,80,77,6.89
565,Nuevitas,CU,2021-04-03 13:32:39,21.5453,-77.2644,75.2,60,20,19.57
566,Peto,MX,2021-04-03 13:32:39,20.1333,-88.9167,71.96,48,1,5.21
567,Olafsvik,IS,2021-04-03 13:28:31,64.8945,-23.7142,41.65,85,100,34.36
568,Kribi,CM,2021-04-03 13:32:40,2.95,9.9167,84.94,72,100,9.1
569,Mahanje,TZ,2021-04-03 13:32:40,-9.9333,35.3333,72.0,89,69,4.21
570,Klyuchi,RU,2021-04-03 13:32:40,52.2667,79.1667,26.65,91,75,2.73
571,Tahoua,NE,2021-04-03 13:32:41,14.8888,5.2692,95.0,5,0,16.11
572,Sakakah,SA,2021-04-03 13:32:41,29.9697,40.2064,71.6,15,0,9.22
573,Dauphin,CA,2021-04-03 13:32:41,51.1494,-100.0502,30.2,86,1,4.61
574,Chlorakas,CY,2021-04-03 13:32:42,34.8042,32.4083,66.2,63,20,13.8
